category,user,tweet,time
engine,CQ7BkhyRtfFcwMm,"RT @ESPNcricinfo: Take a bow, Samuel Badree! The best bowling figures of the season!

 https://t.co/JXdA5iy01g #RCBvMI #IPL https://t.co/VS…",Tue May 09 14:37:31 +0000 2017
engine,wannabe_wonk,"""Web Spam, Social Propaganda, and the Evolution of Search Engine Rankings"" https://t.co/pBB0ODZAAu (via… https://t.co/Bi47PJbSKu",Tue May 09 14:37:27 +0000 2017
engine,readbrooks,"Absolutely -- ""How homeownership became the engine of American inequality""
https://t.co/RfKOyVhnEo https://t.co/clasNbYGzB",Tue May 09 14:37:25 +0000 2017
engine,customcarpetsny,"If you don’t love your floors, let us help you during the Mohawk #LoveYourFloor Sale! https://t.co/ncgpnjw2OU https://t.co/Z2ZFYimDjQ",Tue May 09 14:37:23 +0000 2017
engine,kander23682368,RT @just_shelter: My New Piece on How Homeownership Became the Engine of American Inequality https://t.co/55D5Oj5kz3,Tue May 09 14:37:22 +0000 2017
engine,heaphy65,RT @TheEconomist: An aerospace engineer claims to have invented an engine that needs no propellant #econarchive https://t.co/dkBHYKEBTJ,Tue May 09 14:37:19 +0000 2017
engine,markmcan,RT @CharityEngine: We have another winner! Want your chance to win $1000 every two months? Just download the free Charity Engine app! https…,Tue May 09 14:37:18 +0000 2017
engine,AnaKasparian,How Homeownership Became the Engine of American Inequality - The New York Times https://t.co/Ts9tbo8Pvb,Tue May 09 14:37:17 +0000 2017
engine,KeironOShea,"@JoStevensLabour The Tories are ruining our world class #HE sector, the engine room of our nation's future. #GE2017",Tue May 09 14:37:14 +0000 2017
engine,thephantommilk,"RT @Lubchansky: good morning, america is up to its eyeballs in poverty https://t.co/RRY3guf4AN",Tue May 09 14:37:14 +0000 2017
engine,GarethIdeas,RT @NYTmag: An enormous entitlement in the tax code props up home prices — and overwhelmingly benefits the wealthy. https://t.co/qQIYliN4Zo,Tue May 09 14:37:13 +0000 2017
engine,infination,Emergency Update Patches Zero Day in Microsoft Malware Protection Engine https://t.co/lSEsiM2vN0,Tue May 09 14:37:11 +0000 2017
engine,TheBetCommunity,"RT @Kavismate: I really don't think Cole Harden likes chasing, the engine is there but he seems to be a touch hesitant",Tue May 09 14:37:09 +0000 2017
engine,SOlaofe,RT @just_shelter: My New Piece on How Homeownership Became the Engine of American Inequality https://t.co/55D5Oj5kz3,Tue May 09 14:37:08 +0000 2017
engine,justinsmyth1,"tight game happening here ZIM-W 194/4 (45.2 ov, SM Mayers 44*, M Musonda 51*, L Maritz 0/31) https://t.co/tBbgSo7jqQ via @ESPNCricinfo",Tue May 09 14:37:07 +0000 2017
engine,2GetSales,[PDF] Search Engine Optimization: Guide about #searchengineranking #pageonerankings https://t.co/sYTk8E4pmT https://t.co/96foqwqb21,Tue May 09 14:37:04 +0000 2017
engine,Taosym,Do fidget spinners make an audible screeching noise like an un-oiled lawnmotor engine?,Tue May 09 14:37:02 +0000 2017
engine,redwiretweet,RT @TheEconomist: An aerospace engineer claims to have invented an engine that needs no propellant #econarchive https://t.co/dkBHYKEBTJ,Tue May 09 14:37:00 +0000 2017
engine,Tanvim,"How homeownership became an engine for inequality. 

https://t.co/PbKO66zBvK",Tue May 09 14:36:58 +0000 2017
engine,halloussi,Economy : Feature: How Homeownership Became the Engine of American Inequality https://t.co/XcvLHKYGa2,Tue May 09 14:36:57 +0000 2017
engine,samymohab,"Microsoft fixes remote hacking flaw in Windows Malware Protection Engine 
Microsoft has released an update for the… https://t.co/JWkMRpLMbe",Tue May 09 14:36:56 +0000 2017
engine,anasbaigDM,Microsoft fixes remote hacking flaw in Windows Malware Protection Engine https://t.co/aBhkuTuTYc,Tue May 09 14:36:55 +0000 2017
engine,CyberHitchhiker,Microsoft fixes remote hacking flaw in Windows Malware Protection Engine - Network World https://t.co/PPn41lodlA #Hacking #News,Tue May 09 14:36:54 +0000 2017
engine,NLIHC,RT @dianeyentel: New from @just_shelter @nytimes on inequities of the mortgage interest deduction. Powerful &amp; compelling - must read. https…,Tue May 09 14:36:53 +0000 2017
engine,toddhuff123,"#RealEstate | #Realtor.com Despite Higher Home Prices, More… https://t.co/F5Uw8X2e0N | $$'s RE SEARCH ENGINE… https://t.co/jUrcSCrAcF",Tue May 09 14:36:50 +0000 2017
engine,TH_Full_Life,"#RealEstate | #Realtor.com Despite Higher Home Prices, More… https://t.co/XcRcWkwbhq | $$'s RE SEARCH ENGINE… https://t.co/6XtVQmC4bW",Tue May 09 14:36:50 +0000 2017
engine,amcomis,How Homeownership Became the Engine of American Inequality https://t.co/mjTvCpTPYb,Tue May 09 14:36:49 +0000 2017
engine,CasperBoxing,"#RealEstate | #Realtor.com Despite Higher Home Prices, More… https://t.co/i2Lg76ci6b | $$'s RE SEARCH ENGINE… https://t.co/9I27RHbtgv",Tue May 09 14:36:49 +0000 2017
engine,intenhours,Microsoft has released an update for the malware scanning engine bundled with most of its Windows security products in order to fix a highl…,Tue May 09 14:36:49 +0000 2017
engine,FromLBCtoHTown,RT @ClintSmithIII: .@just_shelter The % of their income that ppl living in poverty have to pay in rent leaves little money left for anythin…,Tue May 09 14:36:48 +0000 2017
engine,XploreDeepSpace,"RT @NASA_SLS: Moving up the mighty Mississippi to @NASA_Marshall (1,240 miles) is an Engine Section of our Core Stage. Read why: https://t.…",Tue May 09 14:36:45 +0000 2017
engine,yasminec9,"RT @ESPNcricinfo: Hashim Amla becomes only the third batsman to score two or more hundreds in an IPL season 

https://t.co/48HUcAA1jp #KXIP…",Tue May 09 14:36:44 +0000 2017
engine,NLIHC,"RT @Dan_Emmanue1: Dear MID,
They're catching on. https://t.co/PawIpbXSfH #UnitedforHomes #smarttaxreform 
Sincerely,
Common Sense",Tue May 09 14:36:39 +0000 2017
engine,AgeDemands,"RT @ClintSmithIII: If you read one thing today, read this by @just_shelter. 

People continue to live in poverty bc we keep them there. htt…",Tue May 09 14:36:38 +0000 2017
engine,dkafoury,"RT @MaryBabic: Homeownership policies: successfully multiply America’s inequality in sweeping fashion.
Great piece by @just_shelter
https:/…",Tue May 09 14:36:34 +0000 2017
